,Transaction Date,Item,Quantity
1728,2023-08-25,Coffee,13
1729,2023-08-25,Cookie,2
1730,2023-08-25,Juice,5
1731,2023-08-25,Salad,7
1732,2023-08-25,Sandwich,4
1733,2023-08-25,Smoothie,2
1734,2023-08-25,Tea,5
1735,2023-08-26,Cake,2
1736,2023-08-26,Coffee,12
1737,2023-08-26,Cookie,6
1738,2023-08-26,Juice,3
1739,2023-08-26,Salad,23
1740,2023-08-26,Sandwich,13
1741,2023-08-26,Smoothie,10
1742,2023-08-26,Tea,4
1743,2023-08-27,Cake,18
1744,2023-08-27,Cookie,3
1745,2023-08-27,Juice,10
1746,2023-08-27,Salad,7
1747,2023-08-27,Sandwich,4
1748,2023-08-27,Tea,4
1749,2023-08-28,Cookie,4
1750,2023-08-28,Juice,3
1751,2023-08-28,Salad,8
1752,2023-08-28,Sandwich,19
1753,2023-08-28,Smoothie,3
1754,2023-08-28,Tea,7
1755,2023-08-29,Cake,6
1756,2023-08-29,Coffee,10
1757,2023-08-29,Cookie,5
1758,2023-08-29,Juice,8
1759,2023-08-29,Salad,6
1760,2023-08-29,Sandwich,22
1761,2023-08-29,Smoothie,10
1762,2023-08-30,Cake,4
1763,2023-08-30,Coffee,12
1764,2023-08-30,Juice,5
1765,2023-08-30,Salad,10
1766,2023-08-30,Sandwich,8
1767,2023-08-30,Smoothie,4
1768,2023-08-30,Tea,10
1769,2023-08-31,Cake,8
1770,2023-08-31,Coffee,5
1771,2023-08-31,Cookie,5
1772,2023-08-31,Juice,9
1773,2023-08-31,Salad,7
1774,2023-08-31,Sandwich,3
1775,2023-08-31,Smoothie,5
1776,2023-08-31,Tea,7
1777,2023-09-01,Cake,2
1778,2023-09-01,Cookie,20
1779,2023-09-01,Juice,10
1780,2023-09-01,Salad,3
1781,2023-09-01,Smoothie,11
1782,2023-09-01,Tea,7
1783,2023-09-02,Cake,6
1784,2023-09-02,Cookie,6
1785,2023-09-02,Juice,9
1786,2023-09-02,Salad,13
1787,2023-09-02,Sandwich,9
1788,2023-09-02,Smoothie,5
1789,2023-09-02,Tea,8
1790,2023-09-03,Cake,7
1791,2023-09-03,Coffee,6
1792,2023-09-03,Juice,13
1793,2023-09-03,Salad,4
1794,2023-09-03,Sandwich,3
1795,2023-09-03,Smoothie,9
1796,2023-09-04,Cake,4
1797,2023-09-04,Cookie,9
1798,2023-09-04,Juice,6
1799,2023-09-04,Salad,9
1800,2023-09-04,Sandwich,12
1801,2023-09-04,Tea,9
1802,2023-09-05,Cake,8
1803,2023-09-05,Cookie,5
1804,2023-09-05,Salad,10
1805,2023-09-05,Sandwich,4
1806,2023-09-05,Smoothie,14
1807,2023-09-05,Tea,14
1808,2023-09-06,Cake,13
1809,2023-09-06,Coffee,3
1810,2023-09-06,Cookie,6
1811,2023-09-06,Juice,12
1812,2023-09-06,Salad,5
1813,2023-09-06,Sandwich,8
1814,2023-09-06,Smoothie,27
1815,2023-09-06,Tea,11
1816,2023-09-07,Cake,1
1817,2023-09-07,Cookie,4
1818,2023-09-07,Juice,14
1819,2023-09-07,Salad,6
1820,2023-09-07,Sandwich,12
1821,2023-09-07,Smoothie,5
1822,2023-09-07,Tea,5
1823,2023-09-08,Cake,8
1824,2023-09-08,Coffee,5
1825,2023-09-08,Cookie,3
1826,2023-09-08,Juice,25
1827,2023-09-08,Salad,8
1828,2023-09-08,Sandwich,6
1829,2023-09-08,Smoothie,4
1830,2023-09-08,Tea,7
1831,2023-09-09,Cake,8
1832,2023-09-09,Coffee,9
1833,2023-09-09,Cookie,12
1834,2023-09-09,Juice,7
1835,2023-09-09,Salad,5
1836,2023-09-09,Sandwich,12
1837,2023-09-10,Cake,10
1838,2023-09-10,Coffee,17
1839,2023-09-10,Cookie,7
1840,2023-09-10,Juice,6
1841,2023-09-10,Salad,13
1842,2023-09-10,Sandwich,5
1843,2023-09-10,Smoothie,12
1844,2023-09-10,Tea,6
1845,2023-09-11,Coffee,7
1846,2023-09-11,Cookie,3
1847,2023-09-11,Juice,10
1848,2023-09-11,Salad,11
1849,2023-09-11,Sandwich,9
1850,2023-09-11,Smoothie,5
1851,2023-09-11,Tea,6
1852,2023-09-12,Cake,2
1853,2023-09-12,Coffee,5
1854,2023-09-12,Cookie,8
1855,2023-09-12,Juice,2
1856,2023-09-12,Salad,9
1857,2023-09-12,Sandwich,15
1858,2023-09-12,Smoothie,19
1859,2023-09-12,Tea,4
1860,2023-09-13,Cake,4
1861,2023-09-13,Coffee,11
1862,2023-09-13,Cookie,8
1863,2023-09-13,Juice,7
1864,2023-09-13,Salad,24
1865,2023-09-13,Sandwich,7
1866,2023-09-13,Smoothie,7
1867,2023-09-13,Tea,4
1868,2023-09-14,Cake,10
1869,2023-09-14,Coffee,3
1870,2023-09-14,Cookie,4
1871,2023-09-14,Juice,6
1872,2023-09-14,Salad,13
1873,2023-09-14,Smoothie,6
1874,2023-09-14,Tea,7
1875,2023-09-15,Cake,17
1876,2023-09-15,Coffee,15
1877,2023-09-15,Cookie,1
1878,2023-09-15,Juice,12
1879,2023-09-15,Salad,1
1880,2023-09-15,Sandwich,5
1881,2023-09-15,Smoothie,7
1882,2023-09-15,Tea,3
1883,2023-09-16,Cake,10
1884,2023-09-16,Coffee,3
1885,2023-09-16,Cookie,7
1886,2023-09-16,Juice,16
1887,2023-09-16,Salad,1
1888,2023-09-16,Sandwich,14
1889,2023-09-16,Smoothie,4
1890,2023-09-16,Tea,3
1891,2023-09-17,Cake,5
1892,2023-09-17,Coffee,3
1893,2023-09-17,Cookie,8
1894,2023-09-17,Juice,8
1895,2023-09-17,Salad,2
1896,2023-09-17,Sandwich,1
1897,2023-09-17,Smoothie,4
1898,2023-09-17,Tea,2
1899,2023-09-18,Cake,5
1900,2023-09-18,Coffee,6
1901,2023-09-18,Cookie,5
1902,2023-09-18,Juice,15
1903,2023-09-18,Salad,4
1904,2023-09-18,Sandwich,7
1905,2023-09-18,Smoothie,11
1906,2023-09-18,Tea,11
1907,2023-09-19,Cake,5
1908,2023-09-19,Coffee,13
1909,2023-09-19,Cookie,5
1910,2023-09-19,Juice,17
1911,2023-09-19,Salad,1
1912,2023-09-19,Sandwich,2
1913,2023-09-19,Smoothie,17
1914,2023-09-19,Tea,13
1915,2023-09-20,Cake,1
1916,2023-09-20,Coffee,7
1917,2023-09-20,Cookie,2
1918,2023-09-20,Juice,13
1919,2023-09-20,Salad,9
1920,2023-09-20,Sandwich,13
1921,2023-09-20,Smoothie,13
1922,2023-09-20,Tea,8
1923,2023-09-21,Cake,16
1924,2023-09-21,Coffee,5
1925,2023-09-21,Cookie,13
1926,2023-09-21,Juice,19
1927,2023-09-21,Salad,11
1928,2023-09-21,Sandwich,10
1929,2023-09-21,Smoothie,8
1930,2023-09-21,Tea,11
1931,2023-09-22,Cake,8
1932,2023-09-22,Coffee,6
1933,2023-09-22,Cookie,4
1934,2023-09-22,Juice,5
1935,2023-09-22,Salad,4
1936,2023-09-22,Sandwich,5
1937,2023-09-22,Smoothie,20
1938,2023-09-22,Tea,11
1939,2023-09-23,Cake,4
1940,2023-09-23,Coffee,16
1941,2023-09-23,Cookie,12
1942,2023-09-23,Juice,4
1943,2023-09-23,Sandwich,7
1944,2023-09-23,Smoothie,5
1945,2023-09-23,Tea,9
1946,2023-09-24,Cake,4
1947,2023-09-24,Coffee,2
1948,2023-09-24,Cookie,7
1949,2023-09-24,Juice,4
1950,2023-09-24,Salad,6
1951,2023-09-24,Smoothie,8
1952,2023-09-24,Tea,3
1953,2023-09-25,Cake,7
1954,2023-09-25,Coffee,6
1955,2023-09-25,Juice,8
1956,2023-09-25,Salad,4
1957,2023-09-25,Sandwich,4
1958,2023-09-25,Smoothie,8
1959,2023-09-26,Cake,14
1960,2023-09-26,Coffee,5
1961,2023-09-26,Cookie,10
1962,2023-09-26,Juice,6
1963,2023-09-26,Salad,11
1964,2023-09-26,Sandwich,8
1965,2023-09-26,Smoothie,3
1966,2023-09-26,Tea,17
1967,2023-09-27,Coffee,2
1968,2023-09-27,Cookie,7
1969,2023-09-27,Juice,15
1970,2023-09-27,Salad,5
1971,2023-09-27,Sandwich,16
1972,2023-09-27,Smoothie,10
1973,2023-09-27,Tea,1
1974,2023-09-28,Cake,4
1975,2023-09-28,Cookie,2
1976,2023-09-28,Juice,11
1977,2023-09-28,Salad,5
1978,2023-09-28,Sandwich,21
1979,2023-09-28,Smoothie,4
1980,2023-09-28,Tea,3
1981,2023-09-29,Cake,17
1982,2023-09-29,Coffee,3
1983,2023-09-29,Cookie,9
1984,2023-09-29,Juice,2
1985,2023-09-29,Salad,1
1986,2023-09-29,Sandwich,3
1987,2023-09-29,Tea,5
1988,2023-09-30,Cake,5
1989,2023-09-30,Coffee,3
1990,2023-09-30,Cookie,9
1991,2023-09-30,Juice,2
1992,2023-09-30,Salad,3
1993,2023-09-30,Sandwich,11
1994,2023-09-30,Smoothie,8
1995,2023-09-30,Tea,11
1996,2023-10-01,Cake,9
1997,2023-10-01,Coffee,1
1998,2023-10-01,Cookie,4
1999,2023-10-01,Juice,12
2000,2023-10-01,Salad,3
2001,2023-10-01,Sandwich,10
2002,2023-10-01,Smoothie,9
2003,2023-10-01,Tea,5
2004,2023-10-02,Cake,8
2005,2023-10-02,Coffee,4
2006,2023-10-02,Cookie,6
2007,2023-10-02,Juice,14
2008,2023-10-02,Salad,3
2009,2023-10-02,Sandwich,5
2010,2023-10-02,Smoothie,8
2011,2023-10-02,Tea,2
2012,2023-10-03,Cake,16
2013,2023-10-03,Coffee,3
2014,2023-10-03,Cookie,10
2015,2023-10-03,Juice,9
2016,2023-10-03,Salad,10
2017,2023-10-03,Sandwich,18
2018,2023-10-03,Smoothie,5
2019,2023-10-03,Tea,5
2020,2023-10-04,Cake,18
2021,2023-10-04,Coffee,5
2022,2023-10-04,Cookie,8
2023,2023-10-04,Juice,10
2024,2023-10-04,Salad,5
2025,2023-10-04,Sandwich,7
2026,2023-10-04,Smoothie,8
2027,2023-10-04,Tea,11
2028,2023-10-05,Coffee,5
2029,2023-10-05,Cookie,6
2030,2023-10-05,Juice,8
2031,2023-10-05,Smoothie,1
2032,2023-10-05,Tea,5
2033,2023-10-06,Cake,9
2034,2023-10-06,Coffee,13
2035,2023-10-06,Cookie,5
2036,2023-10-06,Juice,8
2037,2023-10-06,Salad,6
2038,2023-10-06,Sandwich,2
2039,2023-10-06,Smoothie,22
2040,2023-10-06,Tea,11
2041,2023-10-07,Cake,6
2042,2023-10-07,Coffee,11
2043,2023-10-07,Cookie,9
2044,2023-10-07,Juice,8
2045,2023-10-07,Salad,14
2046,2023-10-07,Sandwich,11
2047,2023-10-07,Smoothie,2
2048,2023-10-07,Tea,16
2049,2023-10-08,Cake,8
2050,2023-10-08,Coffee,14
2051,2023-10-08,Cookie,10
2052,2023-10-08,Juice,17
2053,2023-10-08,Salad,8
2054,2023-10-08,Sandwich,4
2055,2023-10-08,Smoothie,3
2056,2023-10-08,Tea,9
2057,2023-10-09,Cake,1
2058,2023-10-09,Coffee,5
2059,2023-10-09,Juice,12
2060,2023-10-09,Salad,4
2061,2023-10-09,Smoothie,2
2062,2023-10-09,Tea,9
2063,2023-10-10,Cake,5
2064,2023-10-10,Coffee,6
2065,2023-10-10,Cookie,2
2066,2023-10-10,Juice,7
2067,2023-10-10,Salad,16
2068,2023-10-10,Sandwich,5
2069,2023-10-10,Smoothie,15
2070,2023-10-10,Tea,1
2071,2023-10-11,Cake,9
2072,2023-10-11,Coffee,12
2073,2023-10-11,Cookie,1
2074,2023-10-11,Juice,15
2075,2023-10-11,Salad,7
2076,2023-10-11,Sandwich,1
2077,2023-10-11,Tea,8
2078,2023-10-12,Coffee,5
2079,2023-10-12,Cookie,15
2080,2023-10-12,Juice,4
2081,2023-10-12,Salad,3
2082,2023-10-12,Sandwich,2
2083,2023-10-12,Smoothie,8
2084,2023-10-12,Tea,6
2085,2023-10-13,Cake,14
2086,2023-10-13,Coffee,2
2087,2023-10-13,Cookie,9
2088,2023-10-13,Juice,8
2089,2023-10-13,Salad,5
2090,2023-10-13,Sandwich,5
2091,2023-10-13,Smoothie,7
2092,2023-10-13,Tea,8
2093,2023-10-14,Cake,7
2094,2023-10-14,Coffee,5
2095,2023-10-14,Cookie,3
2096,2023-10-14,Juice,7
2097,2023-10-14,Salad,7
2098,2023-10-14,Smoothie,1
2099,2023-10-14,Tea,15
2100,2023-10-15,Cake,14
2101,2023-10-15,Coffee,7
2102,2023-10-15,Cookie,17
2103,2023-10-15,Juice,4
2104,2023-10-15,Salad,16
2105,2023-10-15,Sandwich,15
2106,2023-10-16,Cake,3
2107,2023-10-16,Coffee,5
2108,2023-10-16,Cookie,24
2109,2023-10-16,Juice,6
2110,2023-10-16,Salad,10
2111,2023-10-16,Smoothie,2
2112,2023-10-16,Tea,10
2113,2023-10-17,Cake,8
2114,2023-10-17,Coffee,10
2115,2023-10-17,Cookie,6
2116,2023-10-17,Juice,1
2117,2023-10-17,Salad,9
2118,2023-10-17,Sandwich,8
2119,2023-10-17,Smoothie,12
2120,2023-10-17,Tea,14
2121,2023-10-18,Coffee,9
2122,2023-10-18,Cookie,5
2123,2023-10-18,Salad,9
2124,2023-10-18,Smoothie,12
2125,2023-10-18,Tea,13
2126,2023-10-19,Cake,9
2127,2023-10-19,Cookie,7
2128,2023-10-19,Juice,5
2129,2023-10-19,Salad,17
2130,2023-10-19,Sandwich,13
2131,2023-10-19,Smoothie,11
2132,2023-10-19,Tea,14
2133,2023-10-20,Cake,4
2134,2023-10-20,Coffee,20
2135,2023-10-20,Juice,15
2136,2023-10-20,Salad,4
2137,2023-10-20,Sandwich,6
2138,2023-10-20,Smoothie,28
2139,2023-10-20,Tea,3
2140,2023-10-21,Cake,7
2141,2023-10-21,Coffee,7
2142,2023-10-21,Cookie,5
2143,2023-10-21,Juice,11
2144,2023-10-21,Salad,4
2145,2023-10-21,Sandwich,7
2146,2023-10-21,Smoothie,5
2147,2023-10-21,Tea,8
2148,2023-10-22,Cake,27
2149,2023-10-22,Coffee,21
2150,2023-10-22,Cookie,2
2151,2023-10-22,Juice,9
2152,2023-10-22,Salad,6
2153,2023-10-22,Sandwich,11
2154,2023-10-22,Smoothie,3
2155,2023-10-22,Tea,6
2156,2023-10-23,Cake,6
2157,2023-10-23,Coffee,7
2158,2023-10-23,Juice,13
2159,2023-10-23,Salad,12
2160,2023-10-23,Sandwich,6
2161,2023-10-23,Smoothie,4
2162,2023-10-23,Tea,10
2163,2023-10-24,Cake,13
2164,2023-10-24,Coffee,8
2165,2023-10-24,Cookie,3
2166,2023-10-24,Juice,7
2167,2023-10-24,Salad,1
2168,2023-10-24,Sandwich,14
2169,2023-10-24,Tea,2
2170,2023-10-25,Cake,11
2171,2023-10-25,Coffee,8
2172,2023-10-25,Cookie,10
2173,2023-10-25,Juice,15
2174,2023-10-25,Salad,5
2175,2023-10-25,Sandwich,1
2176,2023-10-25,Smoothie,7
2177,2023-10-25,Tea,2
2178,2023-10-26,Cake,9
2179,2023-10-26,Coffee,18
2180,2023-10-26,Cookie,4
2181,2023-10-26,Juice,10
2182,2023-10-26,Salad,18
2183,2023-10-26,Sandwich,3
2184,2023-10-26,Smoothie,7
2185,2023-10-26,Tea,6
2186,2023-10-27,Cake,9
2187,2023-10-27,Coffee,9
2188,2023-10-27,Cookie,13
2189,2023-10-27,Juice,9
2190,2023-10-27,Salad,8
2191,2023-10-27,Sandwich,1
2192,2023-10-27,Smoothie,6
2193,2023-10-27,Tea,2
2194,2023-10-28,Cake,7
2195,2023-10-28,Coffee,7
2196,2023-10-28,Cookie,5
2197,2023-10-28,Juice,20
2198,2023-10-28,Salad,4
2199,2023-10-28,Sandwich,5
2200,2023-10-28,Smoothie,3
2201,2023-10-28,Tea,15
2202,2023-10-29,Coffee,12
2203,2023-10-29,Juice,11
2204,2023-10-29,Salad,7
2205,2023-10-29,Sandwich,3
2206,2023-10-29,Smoothie,2
2207,2023-10-29,Tea,13
2208,2023-10-30,Cake,17
2209,2023-10-30,Coffee,13
2210,2023-10-30,Cookie,4
2211,2023-10-30,Juice,22
2212,2023-10-30,Salad,5
2213,2023-10-30,Sandwich,4
2214,2023-10-30,Smoothie,7
2215,2023-10-30,Tea,5
2216,2023-10-31,Cake,12
2217,2023-10-31,Coffee,5
2218,2023-10-31,Cookie,2
2219,2023-10-31,Juice,6
2220,2023-10-31,Salad,5
2221,2023-10-31,Sandwich,17
2222,2023-10-31,Smoothie,8
2223,2023-11-01,Cake,4
2224,2023-11-01,Coffee,3
2225,2023-11-01,Cookie,13
2226,2023-11-01,Juice,9
2227,2023-11-01,Salad,5
2228,2023-11-01,Sandwich,13
2229,2023-11-01,Tea,12
2230,2023-11-02,Cake,5
2231,2023-11-02,Coffee,7
2232,2023-11-02,Cookie,5
2233,2023-11-02,Juice,16
2234,2023-11-02,Sandwich,7
2235,2023-11-02,Smoothie,4
2236,2023-11-03,Cake,4
2237,2023-11-03,Coffee,2
2238,2023-11-03,Cookie,9
2239,2023-11-03,Juice,14
2240,2023-11-03,Sandwich,9
2241,2023-11-03,Smoothie,10
2242,2023-11-03,Tea,5
2243,2023-11-04,Cake,12
2244,2023-11-04,Coffee,2
2245,2023-11-04,Cookie,1
2246,2023-11-04,Juice,10
2247,2023-11-04,Salad,4
2248,2023-11-04,Sandwich,6
2249,2023-11-04,Smoothie,13
2250,2023-11-04,Tea,5
2251,2023-11-05,Coffee,5
2252,2023-11-05,Cookie,10
2253,2023-11-05,Juice,5
2254,2023-11-05,Salad,1
2255,2023-11-05,Sandwich,4
2256,2023-11-05,Smoothie,7
2257,2023-11-06,Cake,23
2258,2023-11-06,Coffee,9
2259,2023-11-06,Cookie,8
2260,2023-11-06,Juice,10
2261,2023-11-06,Salad,12
2262,2023-11-06,Smoothie,8
2263,2023-11-06,Tea,9
2264,2023-11-07,Cake,12
2265,2023-11-07,Coffee,1
2266,2023-11-07,Cookie,11
2267,2023-11-07,Juice,16
2268,2023-11-07,Salad,29
2269,2023-11-07,Sandwich,16
2270,2023-11-07,Smoothie,2
2271,2023-11-07,Tea,8
2272,2023-11-08,Cake,13
2273,2023-11-08,Coffee,7
2274,2023-11-08,Cookie,5
2275,2023-11-08,Salad,4
2276,2023-11-08,Sandwich,10
2277,2023-11-08,Smoothie,3
2278,2023-11-08,Tea,3
2279,2023-11-09,Cake,12
2280,2023-11-09,Cookie,25
2281,2023-11-09,Juice,2
2282,2023-11-09,Sandwich,8
2283,2023-11-09,Smoothie,12
2284,2023-11-09,Tea,9
2285,2023-11-10,Cake,16
2286,2023-11-10,Coffee,7
2287,2023-11-10,Cookie,9
2288,2023-11-10,Juice,10
2289,2023-11-10,Salad,18
2290,2023-11-10,Smoothie,5
2291,2023-11-10,Tea,4
2292,2023-11-11,Cake,10
2293,2023-11-11,Coffee,3
2294,2023-11-11,Cookie,8
2295,2023-11-11,Juice,5
2296,2023-11-11,Salad,8
2297,2023-11-11,Sandwich,3
2298,2023-11-11,Smoothie,6
2299,2023-11-11,Tea,5
2300,2023-11-12,Cake,2
2301,2023-11-12,Coffee,5
2302,2023-11-12,Cookie,17
2303,2023-11-12,Juice,16
2304,2023-11-12,Sandwich,12
2305,2023-11-12,Smoothie,2
2306,2023-11-12,Tea,12
2307,2023-11-13,Cake,15
2308,2023-11-13,Coffee,9
2309,2023-11-13,Juice,5
2310,2023-11-13,Salad,2
2311,2023-11-13,Sandwich,7
2312,2023-11-13,Smoothie,11
2313,2023-11-13,Tea,7
2314,2023-11-14,Cake,13
2315,2023-11-14,Coffee,18
2316,2023-11-14,Cookie,11
2317,2023-11-14,Juice,7
2318,2023-11-14,Salad,11
2319,2023-11-14,Sandwich,4
2320,2023-11-14,Smoothie,8
2321,2023-11-14,Tea,4
2322,2023-11-15,Coffee,6
2323,2023-11-15,Cookie,17
2324,2023-11-15,Juice,18
2325,2023-11-15,Salad,12
2326,2023-11-15,Sandwich,2
2327,2023-11-15,Smoothie,2
2328,2023-11-15,Tea,2
2329,2023-11-16,Cake,11
2330,2023-11-16,Coffee,8
2331,2023-11-16,Cookie,2
2332,2023-11-16,Juice,3
2333,2023-11-16,Salad,12
2334,2023-11-16,Sandwich,10
2335,2023-11-16,Smoothie,7
2336,2023-11-16,Tea,5
2337,2023-11-17,Cake,15
2338,2023-11-17,Coffee,5
2339,2023-11-17,Cookie,4
2340,2023-11-17,Juice,11
2341,2023-11-17,Salad,5
2342,2023-11-17,Sandwich,6
2343,2023-11-17,Smoothie,3
2344,2023-11-18,Cake,3
2345,2023-11-18,Coffee,5
2346,2023-11-18,Cookie,2
2347,2023-11-18,Juice,1
2348,2023-11-18,Sandwich,14
2349,2023-11-18,Smoothie,16
2350,2023-11-18,Tea,15
2351,2023-11-19,Cake,6
2352,2023-11-19,Coffee,9
2353,2023-11-19,Juice,19
2354,2023-11-19,Salad,7
2355,2023-11-19,Sandwich,5
2356,2023-11-19,Smoothie,19
2357,2023-11-19,Tea,5
2358,2023-11-20,Cake,6
2359,2023-11-20,Coffee,4
2360,2023-11-20,Cookie,2
2361,2023-11-20,Juice,8
2362,2023-11-20,Salad,20
2363,2023-11-20,Sandwich,9
2364,2023-11-20,Smoothie,8
2365,2023-11-20,Tea,4
2366,2023-11-21,Coffee,9
2367,2023-11-21,Cookie,5
2368,2023-11-21,Juice,3
2369,2023-11-21,Salad,2
2370,2023-11-21,Sandwich,6
2371,2023-11-21,Smoothie,7
2372,2023-11-22,Cake,14
2373,2023-11-22,Coffee,2
2374,2023-11-22,Cookie,3
2375,2023-11-22,Juice,12
2376,2023-11-22,Salad,7
2377,2023-11-22,Sandwich,5
2378,2023-11-22,Smoothie,1
2379,2023-11-22,Tea,3
2380,2023-11-23,Cake,12
2381,2023-11-23,Coffee,10
2382,2023-11-23,Cookie,9
2383,2023-11-23,Juice,7
2384,2023-11-23,Salad,5
2385,2023-11-23,Sandwich,6
2386,2023-11-23,Smoothie,17
2387,2023-11-23,Tea,4
2388,2023-11-24,Cake,10
2389,2023-11-24,Coffee,3
2390,2023-11-24,Cookie,5
2391,2023-11-24,Juice,5
2392,2023-11-24,Salad,5
2393,2023-11-25,Cake,9
2394,2023-11-25,Coffee,9
2395,2023-11-25,Cookie,10
2396,2023-11-25,Juice,2
2397,2023-11-25,Salad,14
2398,2023-11-25,Sandwich,2
2399,2023-11-25,Smoothie,6
2400,2023-11-25,Tea,18
2401,2023-11-26,Cake,13
2402,2023-11-26,Coffee,9
2403,2023-11-26,Cookie,9
2404,2023-11-26,Juice,11
2405,2023-11-26,Salad,6
2406,2023-11-26,Sandwich,9
2407,2023-11-26,Smoothie,9
2408,2023-11-26,Tea,20
2409,2023-11-27,Cake,1
2410,2023-11-27,Coffee,13
2411,2023-11-27,Cookie,5
2412,2023-11-27,Juice,7
2413,2023-11-27,Salad,11
2414,2023-11-27,Sandwich,8
2415,2023-11-27,Smoothie,9
2416,2023-11-27,Tea,10
2417,2023-11-28,Cake,5
2418,2023-11-28,Coffee,4
2419,2023-11-28,Cookie,10
2420,2023-11-28,Juice,7
2421,2023-11-28,Salad,22
2422,2023-11-28,Sandwich,9
2423,2023-11-28,Smoothie,5
2424,2023-11-28,Tea,3
2425,2023-11-29,Cake,20
2426,2023-11-29,Coffee,6
2427,2023-11-29,Cookie,10
2428,2023-11-29,Juice,2
2429,2023-11-29,Salad,14
2430,2023-11-29,Sandwich,3
2431,2023-11-29,Smoothie,2
2432,2023-11-29,Tea,5
2433,2023-11-30,Cake,7
2434,2023-11-30,Coffee,12
2435,2023-11-30,Cookie,7
2436,2023-11-30,Juice,8
2437,2023-11-30,Salad,9
2438,2023-11-30,Smoothie,11
2439,2023-11-30,Tea,6
2440,2023-12-01,Cake,3
2441,2023-12-01,Coffee,6
2442,2023-12-01,Cookie,1
2443,2023-12-01,Juice,18
2444,2023-12-01,Salad,14
2445,2023-12-01,Sandwich,8
2446,2023-12-01,Smoothie,12
2447,2023-12-01,Tea,12
2448,2023-12-02,Cake,8
2449,2023-12-02,Coffee,19
2450,2023-12-02,Cookie,5
2451,2023-12-02,Juice,6
2452,2023-12-02,Salad,14
2453,2023-12-02,Sandwich,9
2454,2023-12-02,Smoothie,16
2455,2023-12-03,Cake,8
2456,2023-12-03,Coffee,16
2457,2023-12-03,Cookie,7
2458,2023-12-03,Juice,17
2459,2023-12-03,Salad,6
2460,2023-12-03,Sandwich,7
2461,2023-12-03,Smoothie,9
2462,2023-12-03,Tea,5
2463,2023-12-04,Cake,5
2464,2023-12-04,Coffee,17
2465,2023-12-04,Cookie,13
2466,2023-12-04,Juice,13
2467,2023-12-04,Salad,11
2468,2023-12-04,Sandwich,2
2469,2023-12-04,Smoothie,4
2470,2023-12-04,Tea,5
2471,2023-12-05,Coffee,7
2472,2023-12-05,Cookie,6
2473,2023-12-05,Juice,14
2474,2023-12-05,Salad,9
2475,2023-12-05,Sandwich,14
2476,2023-12-05,Smoothie,5
2477,2023-12-05,Tea,5
2478,2023-12-06,Cake,11
2479,2023-12-06,Coffee,13
2480,2023-12-06,Cookie,8
2481,2023-12-06,Juice,10
2482,2023-12-06,Salad,4
2483,2023-12-06,Sandwich,12
2484,2023-12-06,Smoothie,9
2485,2023-12-07,Cake,2
2486,2023-12-07,Coffee,6
2487,2023-12-07,Cookie,10
2488,2023-12-07,Juice,4
2489,2023-12-07,Salad,5
2490,2023-12-07,Sandwich,4
2491,2023-12-07,Smoothie,15
2492,2023-12-07,Tea,1
2493,2023-12-08,Cake,3
2494,2023-12-08,Coffee,18
2495,2023-12-08,Cookie,2
2496,2023-12-08,Juice,9
2497,2023-12-08,Salad,13
2498,2023-12-08,Sandwich,14
2499,2023-12-08,Smoothie,12
2500,2023-12-08,Tea,8
2501,2023-12-09,Cake,13
2502,2023-12-09,Coffee,15
2503,2023-12-09,Cookie,14
2504,2023-12-09,Juice,10
2505,2023-12-09,Salad,4
2506,2023-12-09,Sandwich,2
2507,2023-12-09,Tea,5
2508,2023-12-10,Cake,1
2509,2023-12-10,Coffee,12
2510,2023-12-10,Cookie,7
2511,2023-12-10,Juice,11
2512,2023-12-10,Salad,10
2513,2023-12-10,Sandwich,5
2514,2023-12-10,Smoothie,6
2515,2023-12-10,Tea,5
2516,2023-12-11,Coffee,6
2517,2023-12-11,Cookie,9
2518,2023-12-11,Juice,1
2519,2023-12-11,Salad,1
2520,2023-12-11,Sandwich,9
2521,2023-12-11,Smoothie,19
2522,2023-12-11,Tea,5
2523,2023-12-12,Cake,7
2524,2023-12-12,Coffee,7
2525,2023-12-12,Cookie,5
2526,2023-12-12,Juice,15
2527,2023-12-12,Smoothie,5
2528,2023-12-12,Tea,10
2529,2023-12-13,Cake,3
2530,2023-12-13,Juice,7
2531,2023-12-13,Salad,7
2532,2023-12-13,Sandwich,2
2533,2023-12-13,Smoothie,2
2534,2023-12-13,Tea,3
2535,2023-12-14,Cake,2
2536,2023-12-14,Coffee,5
2537,2023-12-14,Cookie,7
2538,2023-12-14,Juice,13
2539,2023-12-14,Salad,10
2540,2023-12-14,Sandwich,8
2541,2023-12-14,Smoothie,3
2542,2023-12-14,Tea,10
2543,2023-12-15,Cake,2
2544,2023-12-15,Coffee,10
2545,2023-12-15,Cookie,7
2546,2023-12-15,Juice,11
2547,2023-12-15,Salad,4
2548,2023-12-15,Sandwich,8
2549,2023-12-15,Smoothie,9
2550,2023-12-15,Tea,4
2551,2023-12-16,Cake,5
2552,2023-12-16,Coffee,11
2553,2023-12-16,Cookie,2
2554,2023-12-16,Juice,22
2555,2023-12-16,Salad,3
2556,2023-12-16,Sandwich,9
2557,2023-12-16,Tea,19
2558,2023-12-17,Cake,7
2559,2023-12-17,Coffee,2
2560,2023-12-17,Cookie,6
2561,2023-12-17,Juice,9
2562,2023-12-17,Salad,3
